Id,SalePrice
1461,126982.625
1462,138787.89
1463,175320.86
1464,187412.23
1465,176938.06
1466,167449.4
1467,159046.22
1468,164750.38
1469,180124.56
1470,128051.11
1471,192536.42
1472,105934.414
1473,104276.195
1474,134412.72
1475,88651.86
1476,336391.56
1477,222899.81
1478,252143.9
1479,276628.28
1480,522442.88
1481,343618.97
1482,205767.27
1483,154142.22
1484,164885.97
1485,181279.97
1486,201013.78
1487,392907.72
1488,229462.98
1489,198694.4
1490,244382.17
1491,187038.05
1492,100580.54
1493,199752.22
1494,252524.78
1495,255801.55
1496,232627.56
1497,170889.47
1498,158294.34
1499,153083.38
1500,148355.19
1501,181615.55
1502,154034.56
1503,299977.1
1504,218222.3
1505,223577.95
1506,186318.7
1507,247093.38
1508,187548.97
1509,154739.1
1510,140560.22
1511,145852.17
1512,156616.88
1513,137881.83
1514,163550.69
1515,198168.03
1516,148982.16
1517,165150.94
1518,119642.516
1519,224152.61
1520,134545.53
1521,135566.06
1522,158435.38
1523,107846.984
1524,123732.61
1525,123179.086
1526,124744.3
1527,107128.14
1528,137454.78
1529,134636.28
1530,188363.22
1531,129074.07
1532,100046.84
1533,174617.45
1534,118030.26
1535,141284.31
1536,102581.984
1537,81296.19
1538,156427.78
1539,179793.48
1540,111179.17
1541,118091.055
1542,127641.414
1543,171498.69
1544,81032.46
1545,104422.266
1546,116694.47
1547,131736.03
1548,118556.79
1549,111141.45
1550,119950.26
1551,118628.22
1552,139720.36
1553,156596.81
1554,110926.055
1555,150860.47
1556,99088.04
1557,128471.27
1558,95694.67
1559,112194.84
1560,120684.03
1561,133961.67
1562,122108.17
1563,124958.17
1564,151855.58
1565,151581.9
1566,224895.7
1567,83259.26
1568,214176.31
1569,136187.22
1570,134767.06
1571,117619.44
1572,144859.77
1573,210609.78
1574,125519.86
1575,275484.72
1576,234780.7
1577,173172.67
1578,131941.56
1579,155623.23
1580,182608.47
1581,171730.27
1582,116291.36
1583,314303.88
1584,204602.1
1585,143021.38
1586,72024.4
1587,100620.05
1588,157770.77
1589,102431.51
1590,123174.805
1591,93899.54
1592,122308.04
1593,116262.695
1594,129278.484
1595,134951.44
1596,213635.6
1597,184443.06
1598,177501.62
1599,162729.6
1600,165423.38
1601,66546.52
1602,115631.49
1603,94655.69
1604,239295.81
1605,230721.66
1606,146785.19
1607,166722.27
1608,191003.22
1609,181971.47
1610,150937.75
1611,132667.58
1612,155344.3
1613,148729.02
1614,133123.72
1615,84145.66
1616,75703.65
1617,89201.54
1618,114489.984
1619,145082.67
1620,170549.95
1621,128465.44
1622,142006.31
1623,252583.31
1624,236513.36
1625,129918.414
1626,150734.7
1627,180668.22
1628,269647.97
1629,175191.53
1630,326631.84
1631,187680.73
1632,224031.25
1633,181775.02
1634,198324.98
1635,175291.72
1636,139869.38
1637,222357.34
1638,185596.38
1639,172041.44
1640,238733.58
1641,169711.69
1642,218441.5
1643,210008.42
1644,221069.5
1645,210224.64
1646,147345.62
1647,144254.0
1648,125536.164
1649,127559.664
1650,119228.734
1651,118247.8
1652,99967.88
1653,99685.5
1654,131250.8
1655,132723.62
1656,130447.94
1657,131414.64
1658,144152.12
1659,108475.34
1660,165508.66
1661,444523.78
1662,400931.72
1663,346729.47
1664,480732.22
1665,245057.56
1666,328084.03
1667,288915.1
1668,289097.1
1669,250320.44
1670,306621.75
1671,284572.94
1672,507508.94
1673,279609.97
1674,238092.12
1675,201447.84
1676,209885.72
1677,202650.22
1678,548804.94
1679,418204.6
1680,294561.66
1681,211382.97
1682,289855.03
1683,185201.06
1684,176747.75
1685,183789.1
1686,172554.4
1687,176482.97
1688,194488.22
1689,195204.55
1690,200834.34
1691,190713.56
1692,241647.48
1693,174528.06
1694,183406.62
1695,159750.86
1696,261635.0
1697,164020.56
1698,373223.97
1699,287235.88
1700,234328.47
1701,255955.69
1702,233194.78
1703,223660.83
1704,279195.4
1705,218982.39
1706,438148.5
1707,206669.14
1708,191271.1
1709,240734.31
1710,216918.64
1711,230211.23
1712,255984.31
1713,267402.88
1714,215142.19
1715,211047.56
1716,170803.25
1717,165026.16
1718,135328.6
1719,203589.66
1720,203349.53
1721,150849.17
1722,130730.53
1723,147639.5
1724,209215.25
1725,241613.19
1726,198709.3
1727,153611.47
1728,183322.5
1729,153364.6
1730,157215.56
1731,129589.44
1732,120950.48
1733,126462.69
1734,122726.99
1735,127723.58
1736,113625.34
1737,332039.84
1738,215262.42
1739,184862.33
1740,222645.88
1741,199712.6
1742,172203.22
1743,171852.55
1744,260800.11
1745,192890.06
1746,197181.47
1747,197745.75
1748,235189.6
1749,140828.03
1750,133256.31
1751,242786.67
1752,113682.88
1753,143801.56
1754,184332.62
1755,169118.89
1756,128561.63
1757,107533.39
1758,136719.72
1759,149588.6
1760,153946.0
1761,146972.56
1762,175169.62
1763,154588.47
1764,108999.805
1765,181244.22
1766,181354.22
1767,276498.16
1768,145730.1
1769,158366.84
1770,153579.64
1771,126375.94
1772,132223.2
1773,123341.914
1774,166950.56
1775,130827.53
1776,132356.33
1777,105784.72
1778,148702.28
1779,130756.766
1780,164276.42
1781,119643.875
1782,87957.77
1783,125500.33
1784,109488.38
1785,112357.0
1786,128253.26
1787,168629.23
1788,57314.66
1789,105822.8
1790,90943.484
1791,218537.34
1792,145444.64
1793,146110.75
1794,156420.75
1795,125166.484
1796,123980.99
1797,115172.78
1798,111370.805
1799,102667.69
1800,125034.3
1801,116035.7
1802,117054.53
1803,141518.25
1804,136171.25
1805,131428.23
1806,123205.99
1807,127782.555
1808,131554.3
1809,118390.125
1810,128680.63
1811,94687.984
1812,100372.09
1813,106667.445
1814,89101.63
1815,54268.5
1816,101643.36
1817,120903.69
1818,143814.81
1819,117087.14
1820,59773.348
1821,104583.15
1822,136745.69
1823,63102.848
1824,132500.56
1825,134660.36
1826,107984.23
1827,102988.85
1828,126154.86
1829,109501.91
1830,140900.31
1831,138697.34
1832,84082.54
1833,142775.8
1834,114873.445
1835,101215.125
1836,126766.38
1837,108044.555
1838,111244.37
1839,80958.23
1840,151476.16
1841,147423.62
1842,94974.26
1843,127557.6
1844,131882.69
1845,136856.08
1846,146783.31
1847,161059.38
1848,55228.3
1849,150914.36
1850,114344.72
1851,148380.1
1852,111943.18
1853,144815.23
1854,168946.28
1855,151203.12
1856,217666.66
1857,178025.62
1858,133949.9
1859,119340.92
1860,144991.06
1861,118127.14
1862,297296.7
1863,236146.16
1864,236720.28
1865,299271.97
1866,272160.72
1867,206783.92
1868,307069.6
1869,197908.31
1870,207786.34
1871,205719.28
1872,176062.34
1873,244900.88
1874,147682.03
1875,184781.06
1876,191741.9
1877,203766.1
1878,200124.97
1879,153156.16
1880,127416.71
1881,274502.44
1882,251273.9
1883,186330.38
1884,193503.38
1885,209680.9
1886,286045.03
1887,209249.45
1888,266566.84
1889,173710.05
1890,117685.69
1891,131638.48
1892,98563.47
1893,139786.14
1894,118068.92
1895,136493.1
1896,121815.93
1897,134620.98
1898,105500.15
1899,150897.44
1900,148959.06
1901,154397.84
1902,161498.34
1903,171800.25
1904,138660.81
1905,171580.97
1906,157662.72
1907,183640.9
1908,103646.89
1909,130753.305
1910,113957.56
1911,180017.78
1912,239697.28
1913,130701.66
1914,71483.78
1915,243512.66
1916,99949.61
1917,224717.11
1918,145063.92
1919,173770.88
1920,151067.45
1921,380836.38
1922,277706.16
1923,237100.86
1924,197582.0
1925,202431.52
1926,350134.6
1927,138279.19
1928,147603.75
1929,125416.17
1930,111383.234
1931,143237.45
1932,133268.7
1933,191363.38
1934,177713.88
1935,169912.69
1936,188709.16
1937,156575.5
1938,166868.62
1939,229325.69
1940,177493.94
1941,169686.47
1942,161387.03
1943,199439.12
1944,294915.84
1945,324934.6
1946,122017.695
1947,257574.86
1948,191578.78
1949,241127.19
1950,179754.73
1951,229543.89
1952,205846.44
1953,164829.86
1954,174939.31
1955,126862.3
1956,402560.6
1957,146669.84
1958,291077.47
1959,141179.53
1960,116315.41
1961,119351.04
1962,99814.72
1963,119531.83
1964,111217.09
1965,146457.36
1966,124698.13
1967,291451.78
1968,398616.16
1969,382663.22
1970,469010.66
1971,475192.88
1972,365495.66
1973,233242.06
1974,280807.4
1975,488661.9
1976,270321.84
1977,408497.34
1978,361850.72
1979,297410.03
1980,190591.56
1981,329334.06
1982,208148.86
1983,198706.19
1984,159803.75
1985,226187.73
1986,212664.53
1987,179312.11
1988,181780.47
1989,199438.25
1990,206255.81
1991,225800.08
1992,225317.0
1993,173955.77
1994,247403.5
1995,184383.67
1996,239755.2
1997,264447.47
1998,344441.16
1999,233083.12
2000,303111.0
2001,250297.12
2002,238261.06
2003,238544.34
2004,262144.47
2005,204854.78
2006,210620.03
2007,233073.38
2008,206885.17
2009,204541.73
2010,183070.25
2011,140825.47
2012,166221.81
2013,189820.81
2014,188357.48
2015,184453.0
2016,193861.4
2017,190980.22
2018,120663.48
2019,126030.95
2020,106394.95
2021,101405.766
2022,168006.22
2023,164864.94
2024,244471.23
2025,318035.47
2026,178384.0
2027,153257.03
2028,149676.38
2029,151688.33
2030,252765.83
2031,233164.84
2032,230297.78
2033,239429.3
2034,165302.23
2035,205604.94
2036,177461.73
2037,181695.69
2038,258149.78
2039,207081.16
2040,306515.22
2041,223207.03
2042,207581.66
2043,166163.42
2044,160369.34
2045,167080.5
2046,123333.17
2047,129854.44
2048,136905.56
2049,117107.32
2050,149174.88
2051,109003.78
2052,120177.78
2053,139481.83
2054,92096.15
2055,146058.92
2056,130193.89
2057,112125.445
2058,218990.81
2059,131392.08
2060,160605.34
2061,167499.77
2062,127837.91
2063,110687.55
2064,128112.12
2065,132265.42
2066,137150.31
2067,137957.02
2068,120029.27
2069,95446.07
2070,110484.9
2071,102016.64
2072,117643.8
2073,131599.25
2074,116594.51
2075,146357.48
2076,113199.69
2077,142714.34
2078,117306.34
2079,115517.83
2080,105171.58
2081,115565.74
2082,119644.64
2083,146402.08
2084,98654.625
2085,101275.05
2086,115173.58
2087,108853.84
2088,106565.734
2089,74051.84
2090,122455.83
2091,95671.28
2092,115533.414
2093,128609.97
2094,113620.055
2095,123331.13
2096,80511.766
2097,86807.914
2098,120670.164
2099,58929.266
2100,106032.06
2101,101340.31
2102,112892.19
2103,93542.12
2104,134543.83
2105,133550.69
2106,85431.7
2107,227291.47
2108,109202.86
2109,105078.89
2110,145412.28
2111,132981.9
2112,133441.06
2113,111036.44
2114,109473.72
2115,145756.69
2116,109670.19
2117,125568.35
2118,111702.73
2119,103046.11
2120,108216.75
2121,109538.62
2122,115000.81
2123,73691.21
2124,154068.9
2125,118696.09
2126,143576.97
2127,156889.52
2128,123164.27
2129,101441.53
2130,128782.22
2131,108266.055
2132,111422.18
2133,113140.58
2134,112610.8
2135,96958.25
2136,80911.7
2137,116029.336
2138,132806.22
2139,147167.19
2140,137860.48
2141,141683.0
2142,121985.22
2143,165984.55
2144,143003.03
